Stop Loving You,TOTO,album rock,1988,102,65,56,-13,6,60,269,23,3,63,"Reflections in my mind, thoughts I can't define
My heart is racing and the night goes on
I can almost hear a laugh, coming from your photograph
Funny how a look can share a thousand meanings
Well intended lies, contemplating alibies
Is it really you, or is it me I'm blaming?
A distant memory flashes over me
Even though you're gone I feel you deep inside

Dance beneath the light with that look in your eyes

I can't stop loving you
Time passes quickly and chances are few
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Can I Play with Madness - 2015 Remaster,Iron Maiden,album rock,1988,141,98,31,-3,26,63,211,9,10,42,"Can I play with madness?

Give me the sense to wonder
To wonder if I'm free
Give me a sense of wonder
To know I can be me
Give me the strength to hold my head up
Spit back in their face
Don't need no key to unlock this door
Gonna break down the walls
Break out of this bad place

Can I play with madness?
The prophet stared at his crystal ball
Can I play with madness?
There's no vision there at all
Can I play with madness?
The prophet looked at me and laughed at me (ha ha) He said:
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Tonight (With David Bowie) - Live,Tina Turner,disco,1988,102,72,59,-13,93,72,255,20,5,44,"Everything's gonna be alright tonight
Everything's gonna be alright tonight
No one moves, no one grooves
No one talks, no one walks tonight
Tonight

Everyone will be alright tonight
Everyone will be alright tonight
No one moves, no one talks
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Tusk,Fleetwood Mac,album rock,1988,181,62,61,-17,45,96,210,24,8,54,"Go and do what you want
I know that you have the need
That you know that I'll wait as long as it takes
You'll never make me, you'll never make me
You'll never make me cry

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Maid Of Orleans,Orchestral Manoeuvres In The Dark,art rock,1988,110,53,52,-14,5,35,252,7,3,34,"If Joan of Arc
Had a heart
Would she give it as a gift?

To such as me
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Like The Way I Do,Melissa Etheridge,folk,1988,101,84,60,-13,6,64,324,4,4,57,"Is it so hard to satisfy your senses
You found out you love me you have to climb some fences
Scratching and crawling along the floor to touch you
And just when it feels right you say you found someone to hold you
Does she like I do?

Baby tell me does she love you like the way I love you?
Does she stimulate you, attract and captivate you?
Tell me does she miss you, existing just to kiss you, like the way I do?
Tell me does she want you, infatuate and haunt you?
She know just how to shock you, electrify and rock you?
Does she inject you, seduce you and affect you like the way I do?
Like the way I do
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Little Lies,Fleetwood Mac,album rock,1988,125,69,63,-10,16,89,218,12,3,59,"If I could turn the page
In time then I'd rearrange just a day or two
Close my, close my, close my eyes
But I couldn't find a way
So I'll settle for one day to believe in you
Tell me, tell me, tell me lies

Tell me lies, tell me sweet little lies
Tell me lies
Tell me, tell me lies
Oh no-no, you can't disguise
You can't disguise
No, you can't disguise
Tell me lies, tell me sweet little lies

Although I'm not making plans
I hope that you'll understand there's a reason why
Close your, close your, close your eyes
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Take This Waltz,Leonard Cohen,canadian folk,1988,142,18,44,-16,24,35,358,84,3,40,"Now in Vienna there's ten pretty women
There's a shoulder where death comes to cry
There's a lobby with nine hundred windows
There's a tree where the doves go to die
There's a piece that was torn from the morning
And it hangs in theGallery of Frost

Aey, aey, aey, aey
Take this waltz, take this waltz
Take this waltz with the clamp on its jaws

Oh I want you, I want you, I want you
On a chair with a dead magazine
In the cave at the tip of the lily
In some hallway where love's never been
On a bed where the moon has been sweating
In a cry filled with footsteps and sand

Aey, aey, aey, aey
Take this waltz, take this waltz
Take its broken waist in your hand
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
When Love Comes To Town,U2,irish rock,1988,116,67,65,-11,13,59,254,5,4,50,"Hey, hey, hey, yeah
Hey, hey, hey yeah

I was a sailor, I was lost at sea
I was under the waves
Before love rescued me
I was a fighter, I could turn on a thread
Now I stand accused of the things I've said

Love comes to town I'm gonna jump that train
When love comes to town I'm gonna catch that flame
Maybe I was wrong to ever let you down
But I did what I did before love came to town

Used to make love under a red sunset
I was making promises I was soon to forget
She was pale as the lace of her wedding gown
...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
Orinoco Flow,Enya,celtic,1988,115,31,69,-17,10,56,266,80,3,57,"Let me sail, let me sail, let the Orinoco flow
Let me reach, let me beach on the shores of Tripoli
Let me sail, let me sail, let me crash upon your shore
Let me reach, let me beach far beyond the Yellow Sea

Sail away, sail away, sail away
Sail away, sail away, sail away
Sail away, sail away, sail away
Sail away, sail away, sail away

From Bissau to Palau in the shade of Avalon
From Fiji to Tiree and the isles of Ebony
From Peru to Cebu, feel the power of Babylon
From Bali to Cali, far beneath the Coral Sea

...

******* This Lyrics is NOT for Commercial use *******
(1409623230322)"
